,didomiVendorsConsent,page.section,page.subSection,page.name,page.language,page.category,page.subCategory,page.subSubCategory,page.template,page.position,user.status,response.statusCode,response.loadBalancer,ad.id,ad.operation,ad.typology,ad.address.municipalityId,ad.address.provinceId,ad.address.locationId,ad.address.locationLevel,ad.builtType,ad.energyCertification.type,ad.energyCertification.suffix,ad.price,ad.characteristics.roomNumber,ad.characteristics.bathNumber,ad.characteristics.hasLift,ad.characteristics.hasParking,ad.characteristics.hasGarden,ad.characteristics.hasSwimmingPool,ad.characteristics.hasTerrace,ad.characteristics.constructedArea,ad.condition.isNewDevelopment,ad.condition.isNeedsRenovating,ad.condition.isGoodCondition,ad.media.photoNumber,ad.media.videoNumber,ad.media.hasFloorPlan,ad.media.has3Dtour,ad.media.hasHomeStaging,ad.owner.type,ad.owner.commercialId,ad.owner.commercialName,ad.owner.contactPreference,ad.owner.chatIsActive,ad.origin,ad.isRecommended,ad.isSuitableForRecommended,ad.numberRecommended,ad.originTypeRecommended,ad.typeRecommended,ad.isAuction,ad.recommendationId,ad.vtRecommendationAdId,ad.vtRecommendationId,ad.isFavourite,search.operation,search.typology,search.geo.type,search.geo.locationId,search.geo.locationLevel,search.orderBy,correlation.id,correlation.session,event.id,event.type,event.name,event.action,event.role,event.user_role,event.channel,event.origin,event.outcome,event.hash,event.markup.xtPage,event.markup.name,event.markup.category,event.markup.subCategory,event.markup.subSubCategory,event.productType,event.agencyNames,event.transactionId,post.id,post.time,latitude,longitude,distrito,barrio,planta,garaje,garaje_coste,int_ext,elevator,price_per_sqm
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99239765,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-006,8,3,inProcess,,315000.0,3.0,1.0,1,,,,1,80.0,0,0,1,21,0,0,0,0,2,,myr-delicias,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-006,8,relevance-desc,0ef2f989-806d-465b-b214-83649c4d9c1d,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,b66a63b5-c25f-416e-8036-cd4e1a6f28ba,1676318029494,40.4030136,-3.6945354,Arganzuela,Palos de Moguer,3,None,0.0,interior,yes,3937.5
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99240749,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,3,unknown,,219000.0,1.0,1.0,1,0,0,0,0,41.0,0,0,1,30,1,1,1,0,2,,casavo,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,812b9735-b6dc-453d-83d3-f646d6f37e4d,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,313b70ca-8be2-48c5-9456-e8fba81de93d,1676304062639,0.0,0.0,Arganzuela,Delicias,2,None,0.0,exterior,yes,5341.463414634146
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99243901,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-006,8,3,inProcess,,160000.0,1.0,1.0,1,,,,,28.0,0,0,1,14,1,0,0,0,2,,myr-delicias,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-006,8,relevance-desc,b59c0c25-25b1-4f0d-9b7f-70162d1dd6d1,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,2438011d-8be1-4566-9157-0e0750e20ccd,1676318431650,40.4030174,-3.6918941,Arganzuela,Palos de Moguer,4,None,0.0,interior,yes,5714.285714285715
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99247392,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-006,8,3,e,,212000.0,1.0,1.0,0,,,,,58.0,0,0,1,35,1,0,1,0,2,,la-casa-agency---virgen-del-puerto,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-006,8,relevance-desc,17fe28f7-8dc5-4d13-b244-cdfe6087103b,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,5b196c77-baf0-4983-a634-8f3f9a9c8fd7,1676301323217,40.4003309,-3.6908876,Arganzuela,Palos de Moguer,3,None,0.0,exterior,no,3655.1724137931033
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99251789,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-001,8,2,e,,450000.0,4.0,2.0,1,1,,,1,113.0,0,1,0,57,1,1,1,0,2,,3domus-consultores-inmobiliarios,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-001,8,relevance-desc,8214a9f7-32d3-4b1f-8262-bd9dd24b7194,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,5bc4487c-133f-4e28-8108-39ad79007d64,1676398062047,40.4010803,-3.6776445,Retiro,Pacífico,6,optional,25000.0,exterior,yes,3982.3008849557523
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99251913,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-002,8,3,inProcess,,490000.0,3.0,2.0,0,0,0,0,0,100.0,0,0,1,18,0,0,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-002,8,relevance-desc,e9910220-e7b5-402a-a4ae-68cf1e4a2efe,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,9c55a3c4-d546-48c8-b556-f2f34f7e4339,1676303452259,40.4071992,-3.71323,Arganzuela,Acacias,1,None,0.0,exterior,no,4900.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99254645,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,3,inProcess,,318000.0,3.0,1.0,0,1,,,,85.0,0,0,1,26,0,0,0,0,2,,galiant,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,370fa1f2-fcab-4575-91f2-e610a13b3b23,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,9a8f9e07-7c3f-4403-8ae6-5db741f1a9cd,1676318448503,40.397462,-3.6958517,Arganzuela,Delicias,0,None,0.0,exterior,unknown,3741.176470588235
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99255860,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-006,8,3,d,,149000.0,1.0,1.0,1,,,,,60.0,0,0,1,42,0,0,0,0,2,,altorasesores,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-006,8,relevance-desc,3b3a7e3e-e770-481e-a451-de3aff8acdec,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,22588b01-3289-415c-b481-876f14ee36a3,1676323204576,40.3792411,-3.7133323,Usera,Zofío,2,None,0.0,exterior,yes,2483.3333333333335
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99256934,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-001,8,3,inProcess,,340000.0,1.0,1.0,1,1,,,1,81.0,0,0,1,28,0,1,0,0,2,,top-team-real-estate,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-001,8,relevance-desc,8ad960b6-d135-4e2e-abc5-541dad05c102,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,05272e8f-a731-4287-a485-808ab323ed35,1676398257664,40.4010254,-3.6798588,Retiro,Pacífico,1,Garaje incluido,0.0,exterior,yes,4197.530864197531
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99257807,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-003,8,3,e,spainDefault,350000.0,3.0,1.0,1,0,0,0,1,70.0,0,0,1,17,0,1,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-003,8,relevance-desc,9f0bad9a-f0f9-418e-914f-6b4473506c29,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,bff37790-addb-4661-8271-d0829b28434a,1676302801157,40.3966511,-3.6995308,Arganzuela,Chopera,4,None,0.0,exterior,yes,5000.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99259996,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-007,8,3,inProcess,,135000.0,2.0,1.0,0,0,0,0,0,48.0,0,0,1,8,0,0,0,0,1,,,2,1,111,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-007,8,relevance-desc,65abafe0-574c-4f45-852a-57aba0e0e9f1,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,725d7dcf-1bea-4e8d-8d8a-ef81ebed71f4,1676322003748,40.381932,-3.7070627,Usera,Pradolongo,1,None,0.0,exterior,no,2812.5
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99261091,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-001,8,3,b,spainDefault,799900.0,3.0,2.0,1,1,0,0,1,160.0,0,0,1,36,1,1,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-001,8,relevance-desc,94230b85-9147-4b93-9d08-86aa9731db86,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,80e863ad-cdd8-460a-b6b9-a69df2edb4ac,1676397817396,40.403413,-3.6737392,Retiro,Pacífico,7,optional,34900.0,exterior,yes,4999.375
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99261699,1,2,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-005,8,3,inProcess,,260000.0,2.0,2.0,0,0,,,1,72.0,0,0,1,24,0,1,0,0,2,,inmoagentmadrid,1,1,11,0,1,,,,0,,,,0,1,2,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-005,8,relevance-desc,6ee575d6-24b5-4a1c-838d-c63a9be116ec,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,cea3a87b-8d80-4dfc-89c3-955d699a10b9,1676319545180,40.3868448,-3.7099693,Usera,Moscardó,0,None,0.0,none,unknown,3611.1111111111113
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99262156,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,2,e,,450000.0,4.0,2.0,1,,,,1,125.0,0,1,0,19,0,0,1,0,2,,redpiso,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,fc1dcb5c-4e57-4c57-9b31-a486297e98ab,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,7f7003e0-5db8-4307-9c0b-e4cdf96dc137,1676302792304,40.3906029,-3.6967254,Arganzuela,Delicias,4,None,0.0,interior,yes,3600.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99262388,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-006,8,3,e,spainDefault,200000.0,1.0,1.0,1,0,0,0,1,62.0,0,0,1,20,0,1,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-006,8,relevance-desc,b69ca525-54ba-43d5-920f-1709d7ac58bb,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,abfdeffe-7e54-4d02-b058-40f5cb7ae0d8,1676302783933,40.4027053,-3.6912037,Arganzuela,Palos de Moguer,0,None,0.0,both,unknown,3225.8064516129034
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99263262,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-005,8,3,inProcess,,397000.0,1.0,2.0,0,0,0,0,1,69.0,0,0,1,19,1,0,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-005,8,relevance-desc,1ac8fdee-2537-4737-9e9f-c56367c8396d,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,904b21c7-68c2-4f1c-9aee-f42488b48def,1676400435093,40.4075537,-3.6835485,Retiro,Jerónimos,0,None,0.0,interior,unknown,5753.623188405797
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99263305,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,2,unknown,,451000.0,3.0,2.0,1,1,1,0,0,87.0,0,1,0,24,1,1,0,0,2,,vivienda2,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,31135ad7-8c72-4a44-9d5f-d32ab4ea54cd,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,6706f879-54fe-4b3f-9db6-3ce7ac31b792,1676300765656,40.3979727,-3.6937133,Arganzuela,Delicias,3,Garaje incluido,0.0,interior,yes,5183.908045977011
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99265032,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-003,8,3,d,,635000.0,3.0,2.0,1,1,,,,140.0,0,0,1,30,0,1,1,0,2,,tecnocasa-retiro-y-moratalaz,1,0,11,0,0,topHighlight,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-003,8,relevance-desc,1750f1f6-c70c-4303-9776-7c0c639ce88c,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,16da9980-5675-4bbf-8259-8a68319dd5a4,1676483283374,40.4203295,-3.6642346,Retiro,Estrella,5,Garaje incluido,0.0,exterior,yes,4535.714285714285
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99265582,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-004,8,3,e,,650000.0,3.0,2.0,1,,,,,102.0,0,0,1,17,1,0,0,0,2,,daurum-estate,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-004,8,relevance-desc,7a6d88e0-dd0e-4f54-9fca-eefaaeed6d44,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,57df6c7a-5c3d-47ed-baa1-32e847431248,1676481616399,40.4145272,-3.6738605,Retiro,Ibiza,1,None,0.0,exterior,yes,6372.549019607844
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99265879,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,2,inProcess,,435000.0,4.0,2.0,1,1,,,,110.0,0,1,0,20,0,0,0,0,2,,inmoh,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,f364df9c-e2b6-481a-ab56-e8a5960e17fe,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,0349ecf4-3a57-410d-8042-a32b20247bbd,1676318425070,40.3956043,-3.6960339,Arganzuela,Delicias,8,Garaje incluido,0.0,exterior,yes,3954.5454545454545
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99267290,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-004,8,3,b,,630000.0,3.0,2.0,1,1,1,1,,115.0,0,0,1,27,0,1,0,0,2,,redpiso,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-004,8,relevance-desc,cf3da360-1efa-4359-b782-77a4d16b61cd,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,00efed7b-2ffc-44d3-9c41-9b928f8ee66f,1676319977065,40.3851671,-3.6956116,Usera,Almendrales,7,Garaje incluido,0.0,exterior,yes,5478.260869565217
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99268673,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-001,8,2,inProcess,,430000.0,3.0,2.0,1,1,1,0,1,111.0,0,1,0,2,0,0,0,0,1,,,2,1,111,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-001,8,relevance-desc,523a9b3d-da0a-4f3b-906e-f9265fc2740b,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,07af47e2-9c0e-4b46-ba47-497606ef2b69,1676318761709,40.4059103,-3.7199647,Arganzuela,Imperial,1,optional,25000.0,exterior,yes,3873.873873873874
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99273052,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,2,g,,242000.0,1.0,1.0,0,,,,1,49.0,0,1,0,32,0,0,0,0,2,,lacasaagencyoporto,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,d6bddffa-24a5-422f-b913-c7efda803ee3,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,49397f84-e502-4f24-ab19-efe937f4f718,1676301703432,40.4000536,-3.6944105,Arganzuela,Delicias,5,None,0.0,exterior,no,4938.775510204082
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99273190,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,3,g,,145000.0,2.0,1.0,1,,,,,42.0,0,0,1,38,0,0,0,0,2,,lacasaagencyoporto,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,1da4c631-cf10-4313-9422-dec5d289517e,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,b3e0dc91-2c74-4a4a-9f43-ca450ca5fb65,1676301694363,40.3977442,-3.6931814,Arganzuela,Delicias,0,None,0.0,interior,unknown,3452.3809523809523
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99274531,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-004,8,3,inProcess,,409000.0,2.0,2.0,1,1,1,1,0,70.0,0,0,1,22,0,1,0,0,1,,,3,0,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-004,8,relevance-desc,31bfb611-f283-488e-b177-dc09d58c37ca,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,237efe8f-5977-4982-a296-5fdd7fe87251,1676303170867,40.392322,-3.6912272,Arganzuela,Legazpi,4,Garaje incluido,0.0,interior,yes,5842.857142857143
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99279218,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,2,g,,157260.0,2.0,1.0,1,,,,,36.0,0,1,0,13,0,1,0,0,2,,redpiso,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,e7d47017-aaac-48d6-9b48-1406d31c1dda,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,c16b61de-5c77-4510-b2b0-15931141b88c,1676301803396,40.3979153,-3.695341,Arganzuela,Delicias,0,None,0.0,interior,unknown,4368.333333333333
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99281899,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-001,8,3,inProcess,,480000.0,2.0,2.0,1,0,1,1,0,87.0,0,0,1,15,0,1,0,0,1,,,2,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-001,8,relevance-desc,f44e252b-6b47-461f-b615-a898abfd4335,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,81568928-a42b-4dcd-b0d2-b7c1fdb6a8bc,1676318442448,40.4082719,-3.716263,Arganzuela,Imperial,1,None,0.0,exterior,yes,5517.241379310345
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99282569,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-001,8,3,inProcess,,177000.0,1.0,1.0,0,,,,,40.0,0,0,1,32,1,0,0,0,2,,rio-multigestion,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-001,8,relevance-desc,647a7220-4693-4a0f-a842-594e52c0c178,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,2311102f-96b5-41e1-b075-4a25f1a48d08,1676317151568,40.4118694,-3.7202751,Arganzuela,Imperial,2,None,0.0,interior,no,4425.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99283008,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,3,g,spainDefault,220000.0,2.0,1.0,0,0,0,0,0,51.0,0,0,1,18,0,0,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,5d6f793b-9270-438b-a417-d1c3c3b9ae4a,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,29030d0f-2ef6-49b1-aa2f-98b8c06cd105,1676318604036,40.4002178,-3.6952403,Arganzuela,Delicias,3,None,0.0,interior,no,4313.725490196079
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99285437,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-001,8,3,e,,469000.0,5.0,2.0,1,,,,1,139.0,0,0,1,40,1,1,1,0,2,,marceli,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-001,8,relevance-desc,db94c306-689a-44e8-9a49-4b8e74219d4c,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,c0396249-c64d-40f6-8bbb-975f13c269ff,1676300663857,40.4099768,-3.7200666,Arganzuela,Imperial,3,None,0.0,exterior,yes,3374.1007194244603
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99286460,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-002,8,3,e,spainDefault,239000.0,0.0,1.0,1,0,0,1,0,44.0,0,0,1,40,2,1,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-002,8,relevance-desc,5e979edb-c688-42af-abff-e89c7f28cbe8,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,0e37a985-7fd7-4066-8b1c-a8213a8fea31,1676302412614,40.3987815,-3.7075384,Arganzuela,Acacias,1,None,0.0,exterior,yes,5431.818181818182
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99286602,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-002,8,3,inProcess,,179000.0,1.0,1.0,1,1,,,,50.0,0,0,1,5,0,1,0,0,2,,sunmax,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-002,8,relevance-desc,ca64dfab-df6f-4401-bce8-df67b604f743,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,c44d4b80-bae4-448e-8aba-5e7495148a7a,1676318403189,40.4063633,-3.7120556,Arganzuela,Acacias,0,None,0.0,exterior,unknown,3580.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99287875,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-004,8,3,c,,480000.0,2.0,2.0,1,,,,,92.0,0,0,1,13,0,0,0,0,2,,belton-real-estate,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-004,8,relevance-desc,5593e9d4-f611-4efe-bfdf-3430a5bb79a2,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,0c34fcc6-8ff4-47d9-ad28-85a9c19ac418,1676481879782,40.4153949,-3.6741134,Retiro,Ibiza,3,None,0.0,interior,yes,5217.391304347826
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99288438,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,3,inProcess,,360000.0,3.0,2.0,1,,,,,98.0,0,0,1,31,0,1,0,0,2,,move-inmo,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,ddc6a6c3-58b3-4279-8dd4-b6b4ff4c8f7c,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,198e141e-2ad3-4841-8889-c1093cf160e3,1676304912837,40.3953938,-3.6950791,Arganzuela,Delicias,2,None,0.0,interior,yes,3673.469387755102
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99288943,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-004,8,3,inProcess,,520000.0,3.0,1.0,1,1,0,0,0,135.0,0,0,1,23,0,0,0,0,2,,engel-volkers-madrid,1,0,12,0,0,topHighlight,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-004,8,relevance-desc,d6cce681-c82c-4adf-983b-1a0df79790fb,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,4ae56cb5-2e6d-4eee-aa76-3dc218cd219c,1676300109835,40.3861978,-3.6871272,Arganzuela,Legazpi,6,Garaje incluido,0.0,exterior,yes,3851.8518518518517
0,,portal,detail,home,es,detail,,,detail,,2,200,web,99290413,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-003,8,3,e,spainDefault,240000.0,1.0,1.0,0,,,,,52.0,0,0,1,19,1,1,1,0,2,,monapart,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-003,8,relevance-desc,33b5f873-836a-41e5-bba7-e83af76af414,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,757307a6-aa19-469c-b543-a9b24ed6e405,1676483771755,40.4180603,-3.6670015,Retiro,Estrella,0,None,0.0,none,unknown,4615.384615384615
